name,url,level,hitpoints,max_hit,aggressive,accuracy,strength,defence,magic,range,speed,respawn_timer,loot
Man,https://highspell.fandom.com/wiki/Man,5,12,???,No,3,3,2,1,1,1,Unknown,"[{""item"": ""Bones"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""3"", ""rarity"": ""0.2"", ""chance"": ""15{\\displaystyle \\frac{1}{5}}""}, {""item"": ""Coins"", ""quantity"": ""5"", ""rarity"": ""0.1"", ""chance"": ""110{\\displaystyle \\frac{1}{10}}""}, {""item"": ""Scroll"", ""quantity"": ""1"", ""rarity"": ""0.1"", ""chance"": ""110{\\displaystyle \\frac{1}{10}}""}, {""item"": ""Raw bass"", ""quantity"": ""1"", ""rarity"": ""0.1"", ""chance"": ""110{\\displaystyle \\frac{1}{10}}""}, {""item"": ""Basic rod"", ""quantity"": ""1"", ""rarity"": ""0.1"", ""chance"": ""110{\\displaystyle \\frac{1}{10}}""}, {""item"": ""Logs"", ""quantity"": ""1"", ""rarity"": ""0.1"", ""chance"": ""110{\\displaystyle \\frac{1}{10}}""}, {""item"": ""Raw bluegill"", ""quantity"": ""1"", ""rarity"": ""0.08"", ""chance"": ""112.5{\\displaystyle {\\frac {1}{12.5}}}""}, {""item"": ""Chisel"", ""quantity"": ""1"", ""rarity"": ""0.075"", ""chance"": ""113.333{\\displaystyle {\\frac {1}{13.333}}}""}, {""item"": ""Bronze gloves"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": ""120{\\displaystyle \\frac{1}{20}}""}, {""item"": ""Bronze helm"", ""quantity"": ""1"", ""rarity"": ""0.04"", ""chance"": ""125{\\displaystyle \\frac{1}{25}}""}]"
Martial Artist,https://highspell.fandom.com/wiki/Martial_artist,30,30,???,No,20 + 10 bonus,20 + 10 bonus,20 + 5 bonus,1,1,1,Unknown,"[{""item"": ""Bones"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Red Headband"", ""quantity"": ""1"", ""rarity"": ""0.015"", ""chance"": """"}]"
Minotaur,https://highspell.fandom.com/wiki/Minotaur,80,80,???,Yes,65,70,70,1,1,1,Unknown,"[{""item"": ""Bones"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""65"", ""rarity"": ""0.3"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""90"", ""rarity"": ""0.1"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""110"", ""rarity"": ""0.1"", ""chance"": """"}, {""item"": ""Iron Bar"", ""quantity"": ""1"", ""rarity"": ""0.1"", ""chance"": """"}, {""item"": ""Raw Beef"", ""quantity"": ""1"", ""rarity"": ""0.1"", ""chance"": """"}, {""item"": ""Leather Gloves"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Fury Scroll"", ""quantity"": ""10"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Stingray"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""IOU Copper Ore"", ""quantity"": ""5"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Alchemy Scroll"", ""quantity"": ""5"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Palladium Full Helm"", ""quantity"": ""1"", ""rarity"": ""0.02"", ""chance"": """"}, {""item"": ""Wizard's Hat"", ""quantity"": ""1"", ""rarity"": ""0.02"", ""chance"": """"}, {""item"": ""Coronium Bar"", ""quantity"": ""1"", ""rarity"": ""0.01"", ""chance"": """"}, {""item"": ""Citrine Necklace"", ""quantity"": ""1"", ""rarity"": ""0.01"", ""chance"": """"}, {""item"": ""Coronium Gloves"", ""quantity"": ""1"", ""rarity"": ""0.01"", ""chance"": """"}, {""item"": ""Palladium Shield"", ""quantity"": ""1"", ""rarity"": ""0.01"", ""chance"": """"}, {""item"": ""Coronium Helm"", ""quantity"": ""1"", ""rarity"": ""0.0075"", ""chance"": """"}, {""item"": ""Coronium Longsword"", ""quantity"": ""1"", ""rarity"": ""0.005"", ""chance"": """"}]"
Nisse,https://highspell.fandom.com/wiki/Nisse,2,5,???,No,1,1,1,1,1,1,Unknown,"[{""item"": ""Coins"", ""quantity"": ""2"", ""rarity"": ""0.4"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""4"", ""rarity"": ""0.1"", ""chance"": """"}, {""item"": ""Potato"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Wheat"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Corn"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Tomato"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Onion"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Carrot"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Flour"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Bronze Helm"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Feathers"", ""quantity"": ""5"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Staff"", ""quantity"": ""1"", ""rarity"": ""0.04"", ""chance"": """"}]"
Old Man,https://highspell.fandom.com/wiki/Old_man,5,12,???,No,3,1,3,1,1,1,Unknown,"[{""item"": ""Bones"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""1"", ""rarity"": ""0.15"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""3"", ""rarity"": ""0.25"", ""chance"": """"}, {""item"": ""Bass"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Scroll"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Wheat"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Basic Rod"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Energy Scroll"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Robe Top"", ""quantity"": ""1"", ""rarity"": ""0.02"", ""chance"": """"}, {""item"": ""Robe Bottoms"", ""quantity"": ""1"", ""rarity"": ""0.02"", ""chance"": """"}]"
Pirate,https://highspell.fandom.com/wiki/Pirate,29,25,5,Yes,30 + 5 bonus,25 + 4 bonus,30,1,1,1,Unknown,"[{""item"": ""Bones"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""5"", ""rarity"": ""1/10"", ""chance"": """"}, {""item"": ""Water Scroll"", ""quantity"": ""3"", ""rarity"": ""1/10"", ""chance"": """"}, {""item"": ""Starfish"", ""quantity"": ""1"", ""rarity"": ""1/13.3"", ""chance"": """"}, {""item"": ""Bronze Scimitar"", ""quantity"": ""1"", ""rarity"": ""1/13.3"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""15"", ""rarity"": ""1/13.3"", ""chance"": """"}, {""item"": ""Knife"", ""quantity"": ""1"", ""rarity"": ""1/13.3"", ""chance"": """"}, {""item"": ""Headless Arrows"", ""quantity"": ""10"", ""rarity"": ""1/20"", ""chance"": """"}, {""item"": ""Sand Dollar"", ""quantity"": ""1"", ""rarity"": ""1/20"", ""chance"": """"}, {""item"": ""Raw Tuna"", ""quantity"": ""1"", ""rarity"": ""1/20"", ""chance"": """"}, {""item"": ""Bronze Arrows"", ""quantity"": ""5"", ""rarity"": ""1/20"", ""chance"": """"}, {""item"": ""Burnt Food"", ""quantity"": ""1"", ""rarity"": ""1/20"", ""chance"": """"}, {""item"": ""Water Scroll"", ""quantity"": ""5"", ""rarity"": ""1/20"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""20"", ""rarity"": ""1/33.3"", ""chance"": """"}, {""item"": ""Potion of Fishing (1)"", ""quantity"": ""1"", ""rarity"": ""1/33.3"", ""chance"": """"}, {""item"": ""Fury Scroll"", ""quantity"": ""5"", ""rarity"": ""1/33.3"", ""chance"": """"}, {""item"": ""Beer"", ""quantity"": ""1"", ""rarity"": ""1/33.3"", ""chance"": """"}, {""item"": ""Half Glass of Beer"", ""quantity"": ""1"", ""rarity"": ""1/33.3"", ""chance"": """"}, {""item"": ""Iron Chainmail Body"", ""quantity"": ""1"", ""rarity"": ""1/40"", ""chance"": """"}, {""item"": ""Bronze Chestplate"", ""quantity"": ""1"", ""rarity"": ""1/40"", ""chance"": """"}, {""item"": ""Rare Loot Table"", ""quantity"": """", ""rarity"": ""1/50"", ""chance"": """"}, {""item"": ""Seaweed"", ""quantity"": ""1"", ""rarity"": ""1/66.6"", ""chance"": """"}, {""item"": ""Pirate's Bandana"", ""quantity"": ""1"", ""rarity"": ""1/200"", ""chance"": """"}]"
Plains Dragon,https://highspell.fandom.com/wiki/Plains_dragon,84,85,???,Yes,70,70,50 + 30 bonus,70,1,1,Unknown,"[{""item"": ""Giant Bones"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""15"", ""rarity"": ""1/10"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""35"", ""rarity"": ""1/10"", ""chance"": """"}, {""item"": ""Nature Scroll"", ""quantity"": ""15"", ""rarity"": ""1/10"", ""chance"": """"}, {""item"": ""High Root Loot Table"", ""quantity"": """", ""rarity"": ""1/12.5"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""75"", ""rarity"": ""1/20"", ""chance"": """"}, {""item"": ""IOU Oak Logs"", ""quantity"": ""5"", ""rarity"": ""1/20"", ""chance"": """"}, {""item"": ""Steel Bar"", ""quantity"": ""1"", ""rarity"": ""1/20"", ""chance"": """"}, {""item"": ""Green Cape"", ""quantity"": ""1"", ""rarity"": ""1/20"", ""chance"": """"}, {""item"": ""Crab"", ""quantity"": ""1"", ""rarity"": ""1/20"", ""chance"": """"}, {""item"": ""Nature Scroll"", ""quantity"": ""30"", ""rarity"": ""1/20"", ""chance"": """"}, {""item"": ""Alchemy Scroll"", ""quantity"": ""3"", ""rarity"": ""1/20"", ""chance"": """"}, {""item"": ""Iron Shield"", ""quantity"": ""1"", ""rarity"": ""1/20"", ""chance"": """"}, {""item"": ""IOU Leaf"", ""quantity"": ""5"", ""rarity"": ""1/20"", ""chance"": """"}, {""item"": ""Steel Great Sword"", ""quantity"": ""1"", ""rarity"": ""1/20"", ""chance"": """"}, {""item"": ""Carrot"", ""quantity"": ""1"", ""rarity"": ""1/20"", ""chance"": """"}, {""item"": ""Steel Arrows"", ""quantity"": ""15"", ""rarity"": ""1/20"", ""chance"": """"}, {""item"": ""Potion of Defence (1)"", ""quantity"": ""1"", ""rarity"": ""1/40"", ""chance"": """"}, {""item"": ""Wheat"", ""quantity"": ""1"", ""rarity"": ""1/40"", ""chance"": """"}, {""item"": ""Rare Loot Table"", ""quantity"": """", ""rarity"": ""1/50"", ""chance"": """"}, {""item"": ""Emerald Necklace"", ""quantity"": ""1"", ""rarity"": ""1/100"", ""chance"": """"}, {""item"": ""Coronium Shield"", ""quantity"": ""1"", ""rarity"": ""1/285.7"", ""chance"": """"}, {""item"": ""Celadon Helm"", ""quantity"": ""1"", ""rarity"": ""1/400"", ""chance"": """"}, {""item"": ""Helmet of Ranging"", ""quantity"": ""1"", ""rarity"": ""1/2000"", ""chance"": """"}]"
Rat,https://highspell.fandom.com/wiki/Rat,1,3,???,No,1,1,1,1,1,1,Unknown,"[{""item"": ""Raw Rodent Meat"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Rat Tail"", ""quantity"": ""1"", ""rarity"": ""0.1"", ""chance"": """"}]"
Rooster,https://highspell.fandom.com/wiki/Rooster,4,8,???,Yes,4,8,3,1,1,1,Unknown,"[{""item"": ""Bones"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Raw Chicken"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Feathers"", ""quantity"": ""5"", ""rarity"": ""Always"", ""chance"": """"}]"
Sage,https://highspell.fandom.com/wiki/Sage,27,28,???,No,15,15,30 + 10 bonus,1 + 10 bonus,1,1,Unknown,"[{""item"": ""Bones"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""6"", ""rarity"": ""0.3"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""8"", ""rarity"": ""0.25"", ""chance"": """"}, {""item"": ""Vial"", ""quantity"": ""1"", ""rarity"": ""0.125"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""20"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Carrot"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Seaweed"", ""quantity"": ""1"", ""rarity"": ""0.04"", ""chance"": """"}, {""item"": ""Rat Tail"", ""quantity"": ""1"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""IOU Vial"", ""quantity"": ""3"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Raw Bass"", ""quantity"": ""1"", ""rarity"": ""0.02"", ""chance"": """"}, {""item"": ""Sage's Top"", ""quantity"": ""1"", ""rarity"": ""0.02"", ""chance"": """"}, {""item"": ""Sage's Bottom"", ""quantity"": ""1"", ""rarity"": ""0.02"", ""chance"": """"}, {""item"": ""Strawberry"", ""quantity"": ""1"", ""rarity"": ""0.02"", ""chance"": """"}, {""item"": ""Grapes"", ""quantity"": ""1"", ""rarity"": ""0.01"", ""chance"": """"}]"
Sewer rat,https://highspell.fandom.com/wiki/Sewer_rat,10,12,Unknown,Yes,10,10,8,1,1,1,Unknown,[]
Skeletal Dwarf,https://highspell.fandom.com/wiki/Skeletal_Dwarf,44,56,???,???,32 + 10 bonus,38 + 10 bonus,25 + 25 bonus,1,1,1,Unknown,"[{""item"": ""Bones"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""10"", ""rarity"": ""0.2"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""15"", ""rarity"": ""0.175"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""20"", ""rarity"": ""0.15"", ""chance"": """"}, {""item"": ""IOU Coal"", ""quantity"": ""2"", ""rarity"": ""0.1"", ""chance"": """"}, {""item"": ""IOU Iron Ore"", ""quantity"": ""3"", ""rarity"": ""0.1"", ""chance"": """"}, {""item"": ""Steel Bar"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Fury Scroll"", ""quantity"": ""5"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""IOU Steel Bar"", ""quantity"": ""2"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Steel Great Sword"", ""quantity"": ""1"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Iron Full Helm"", ""quantity"": ""1"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Steel Pickaxe"", ""quantity"": ""1"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Rage Scroll"", ""quantity"": ""5"", ""rarity"": ""0.02"", ""chance"": """"}, {""item"": ""Iron Platelegs"", ""quantity"": ""1"", ""rarity"": ""0.02"", ""chance"": """"}, {""item"": ""Emerald Necklace"", ""quantity"": ""1"", ""rarity"": ""0.01"", ""chance"": """"}, {""item"": ""IOU Potion of Mining"", ""quantity"": ""1"", ""rarity"": ""0.01"", ""chance"": """"}]"
Skeletal Mage,https://highspell.fandom.com/wiki/Skeletal_mage,39,40,???,Yes,35,35,35 + 5 bonus,30 + 20 bonus,1,1,Unknown,"[{""item"": ""Bones"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""5"", ""rarity"": ""0.25"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""10"", ""rarity"": ""0.1"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""15"", ""rarity"": ""0.0075"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""20"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Fire Scroll"", ""quantity"": ""5"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Water Scroll"", ""quantity"": ""5"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Nature Scroll"", ""quantity"": ""5"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Fury Scroll"", ""quantity"": ""3"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Rage Scroll"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Energy Scroll"", ""quantity"": ""3"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Staff"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Potion of Magic (1)"", ""quantity"": ""1"", ""rarity"": ""0.04"", ""chance"": """"}, {""item"": ""Leather Gloves"", ""quantity"": ""1"", ""rarity"": ""0.035"", ""chance"": """"}, {""item"": ""Warp Scroll"", ""quantity"": ""1"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Alchemy Scroll"", ""quantity"": ""2"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Blue Wizard's Hat"", ""quantity"": ""1"", ""rarity"": ""0.01"", ""chance"": """"}, {""item"": ""Blue Wizard's Top"", ""quantity"": ""1"", ""rarity"": ""0.01"", ""chance"": """"}, {""item"": ""Blue Wizard's Bottoms"", ""quantity"": ""1"", ""rarity"": ""0.01"", ""chance"": """"}]"
Skeleton (Lvl 20),https://highspell.fandom.com/wiki/Skeleton_(Lvl_20),20,18,???,Yes,20,20,20,1,1,1,Unknown,"[{""item"": ""Bones"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""6"", ""rarity"": ""0.3"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""3"", ""rarity"": ""0.2"", ""chance"": """"}, {""item"": ""Bones"", ""quantity"": ""1"", ""rarity"": ""0.15"", ""chance"": """"}, {""item"": ""Bronze Scimitar"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Bronze Arrows"", ""quantity"": ""5"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Fire Scroll"", ""quantity"": ""2"", ""rarity"": ""0.04"", ""chance"": """"}, {""item"": ""Water Scroll"", ""quantity"": ""2"", ""rarity"": ""0.04"", ""chance"": """"}, {""item"": ""Nature Scroll"", ""quantity"": ""2"", ""rarity"": ""0.04"", ""chance"": """"}, {""item"": ""Bronze Shield"", ""quantity"": ""1"", ""rarity"": ""0.04"", ""chance"": """"}, {""item"": ""Iron Helm"", ""quantity"": ""1"", ""rarity"": ""0.025"", ""chance"": """"}]"
Skeleton (Lvl 45),https://highspell.fandom.com/wiki/Skeleton_(Lvl_45),45,45,???,Yes,40 + 15 bonus,40 + 15 bonus,40 + 20 bonus,1,1,1,Unknown,"[{""item"": ""Bones"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""3"", ""rarity"": ""0.3"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""6"", ""rarity"": ""0.2"", ""chance"": """"}, {""item"": ""Bones"", ""quantity"": ""1"", ""rarity"": ""0.15"", ""chance"": """"}, {""item"": ""Bronze Scimitar"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Bronze Arrows"", ""quantity"": ""5"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Fire Scroll"", ""quantity"": ""2"", ""rarity"": ""0.04"", ""chance"": """"}, {""item"": ""Water Scroll"", ""quantity"": ""2"", ""rarity"": ""0.04"", ""chance"": """"}, {""item"": ""Nature Scroll"", ""quantity"": ""2"", ""rarity"": ""0.04"", ""chance"": """"}, {""item"": ""Bronze Shield"", ""quantity"": ""1"", ""rarity"": ""0.04"", ""chance"": """"}, {""item"": ""Iron Helm"", ""quantity"": ""1"", ""rarity"": ""0.025"", ""chance"": """"}]"
Squire,https://highspell.fandom.com/wiki/Squire,20,24,3,No,15 + 10 bonus,15 + 10 bonus,15 + 10 bonus,1,1,1,Unknown,"[{""item"": ""Bones"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""15"", ""rarity"": ""0.25"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""25"", ""rarity"": ""0.15"", ""chance"": """"}, {""item"": ""Water Scroll"", ""quantity"": ""3"", ""rarity"": ""0.15"", ""chance"": """"}, {""item"": ""Fury Scroll"", ""quantity"": ""1"", ""rarity"": ""0.1"", ""chance"": """"}, {""item"": ""IOU Scroll"", ""quantity"": ""3"", ""rarity"": ""0.075"", ""chance"": """"}, {""item"": ""IOU Pine Scroll"", ""quantity"": ""1"", ""rarity"": ""0.075"", ""chance"": """"}, {""item"": ""Iron Bar"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Raw Stingray"", ""quantity"": ""1"", ""rarity"": ""0.04"", ""chance"": """"}, {""item"": ""Iron Longsword"", ""quantity"": ""1"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Sapphire Necklace"", ""quantity"": ""1"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Blue Cape"", ""quantity"": ""1"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Stingray"", ""quantity"": ""1"", ""rarity"": ""0.02"", ""chance"": """"}, {""item"": ""Iron Pickaxe"", ""quantity"": ""1"", ""rarity"": ""0.01"", ""chance"": """"}]"
Squirrel,https://highspell.fandom.com/wiki/Squirrel,2,4,2,No,1,2,2,1,1,1,Unknown,[]
Undead Pirate,https://highspell.fandom.com/wiki/Undead_Pirate,34,35,?,Yes,30,30,25,1,1,1,Unknown,"[{""item"": ""Bones"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""x10"", ""rarity"": ""0.25"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""x15"", ""rarity"": ""0.15"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""x20"", ""rarity"": ""0.1"", ""chance"": """"}, {""item"": ""Water Scroll"", ""quantity"": ""x5"", ""rarity"": ""0.1"", ""chance"": """"}, {""item"": ""Seaweed"", ""quantity"": ""1"", ""rarity"": ""0.075"", ""chance"": """"}, {""item"": ""Starfish"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Driftwood"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Scallop Shell"", ""quantity"": ""1"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Sand Dollar"", ""quantity"": ""1"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Raw Tuna"", ""quantity"": ""1"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Knife"", ""quantity"": ""1"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Beer"", ""quantity"": ""1"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Alchemy Scroll"", ""quantity"": ""1"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Iron Scimitar"", ""quantity"": ""1"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Fury Scroll"", ""quantity"": ""10"", ""rarity"": ""0.02"", ""chance"": """"}, {""item"": ""Rage Scroll"", ""quantity"": ""5"", ""rarity"": ""0.015"", ""chance"": """"}, {""item"": ""Steel Chainmail"", ""quantity"": ""1"", ""rarity"": ""0.005"", ""chance"": """"}, {""item"": ""Pirate's Bandana"", ""quantity"": ""1"", ""rarity"": ""0.005"", ""chance"": """"}]"
Water Dragon,https://highspell.fandom.com/wiki/Water_Dragon,109,100,N/A,Yes,85,90,85 + 65 bonus,80,1,1,Unknown,"[{""item"": ""Giant Bones"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}]"
Witch,https://highspell.fandom.com/wiki/Witch,15,20,Unknown,Yes,10,10,10,15,1,1,Unknown,[]
Wizard (Lvl 16),https://highspell.fandom.com/wiki/Wizard_(Lvl_16),16,22,???,No,10 + 3 bonus,10 + 3 bonus,10 + 3 bonus,18 + 10 bonus,1,1,Unknown,"[{""item"": ""Bones"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""5"", ""rarity"": ""0.2"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""8"", ""rarity"": ""0.1"", ""chance"": """"}, {""item"": ""Energy Scroll"", ""quantity"": ""2"", ""rarity"": ""0.075"", ""chance"": """"}, {""item"": ""Water Scroll"", ""quantity"": ""2"", ""rarity"": ""0.075"", ""chance"": """"}, {""item"": ""Fire Scroll"", ""quantity"": ""2"", ""rarity"": ""0.075"", ""chance"": """"}, {""item"": ""Nature Scroll"", ""quantity"": ""2"", ""rarity"": ""0.075"", ""chance"": """"}, {""item"": ""Fury Scroll"", ""quantity"": ""2"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Energy Scroll"", ""quantity"": ""3"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""IOU Scroll"", ""quantity"": ""5"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Water Scroll"", ""quantity"": ""3"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Nature Scroll"", ""quantity"": ""3"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Fire Scroll"", ""quantity"": ""3"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Fury Scroll"", ""quantity"": ""3"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Rage Scroll"", ""quantity"": ""1"", ""rarity"": ""0.02"", ""chance"": """"}, {""item"": ""Warp Scroll"", ""quantity"": ""1"", ""rarity"": ""0.02"", ""chance"": """"}, {""item"": ""Alchemy Scroll"", ""quantity"": ""1"", ""rarity"": ""0.015"", ""chance"": """"}, {""item"": ""Wizard's Top"", ""quantity"": ""1"", ""rarity"": ""0.015"", ""chance"": """"}, {""item"": ""Wizard's Bottoms"", ""quantity"": ""1"", ""rarity"": ""0.015"", ""chance"": """"}, {""item"": ""Wizard's Hat"", ""quantity"": ""1"", ""rarity"": ""0.015"", ""chance"": """"}, {""item"": ""Water Scroll"", ""quantity"": ""5"", ""rarity"": ""0.01"", ""chance"": """"}, {""item"": ""Nature Scroll"", ""quantity"": ""5"", ""rarity"": ""0.01"", ""chance"": """"}, {""item"": ""Fire Scroll"", ""quantity"": ""5"", ""rarity"": ""0.01"", ""chance"": """"}, {""item"": ""Amethyst Necklace"", ""quantity"": ""1"", ""rarity"": ""0.01"", ""chance"": """"}, {""item"": ""Bluegill"", ""quantity"": ""1"", ""rarity"": ""0.01"", ""chance"": """"}, {""item"": ""Witch's Hat"", ""quantity"": ""1"", ""rarity"": ""0.005"", ""chance"": """"}]"
